Predicate Evaluation,4.671875,2.875,3.234375,3.953125,7.1875,4.671875,2.875,4.3125,3.953125,4.3125,5.03125,2.875,3.234375,3.953125,2.875,3.234375,4.671875,2.875,3.953125,5.75,3.59375,2.875,2.875,3.234375,2.875,3.234375,4.3125,2.875,5.390625,3.59375,3.234375,3.234375,3.953125,2.875,2.875,2.875,4.671875,2.875,2.875,3.953125,3.953125,4.3125,6.46875,4.671875,5.390625,4.3125,5.75,4.671875,3.234375,3.953125
State Transfer,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875,52.296875
