Normal,151297,151229,151305,151331,151326,151313,151425,151318,151321,151316,151287,151264,151289,151258,151260,151257,151292,151286,151230,151253,151297,151293,151322,151288,151293,151298,151273,151355,151345,151303,151317,151253,151247,151347,151274,151321,151327,151346,151331,151302,151200,151233,151305,151239,151288,151273,151273,151292
Predicate,151296,151321,151311,151310,151303,151297,151252,151295,151306,151359,151364,151445,151308,151304,151302,151374,151372,151331,151288,151291,151337,151289,151157,151253,151234,151288,151321,151279,151298,151295,151292,151313,151277,151300,151231,151237,151211,151313,151276,151272,151187,151265,151330,151243,151230,151227,151286,151333
Update,155003,151168,151149,151206,151239,151299,151320,151295,151202,151302,151256,151315,155774,151250,151284,151176,151182,151213,151204,151153,151269,155702,151269,151309,151357,151363,151373,151304,151250,151415,151373,151339,157399,151332,151342,151278,151296,151402,151381,151309,151314,155345,151331,151320,151326,151244,151261,151288,151263,151307,151343,151272,151307,151221,151294,151303,151287,151310,151301,151315,151195,151256,151276,154348,151327,151168,151190,151221,151251,151155,151161,151313,151197,151232,151230,151230,151183,151207,151318,151193,151400,151333,151257,151243,155868,151270,151220,151279,151251,151277,151316,151242,151281,158578,151282,151364,151380,151315,151325,151324,151359,151418,151246,151254,156152,151222,151181,151215,151229,151153,151210,151261,151351,151291,151266,151169,151186,151169,151307,151212,151207,151254,151219,151198,151260,151197,151191,151239,151192,151248,151245,151305,151360,151324,151230,151316,151313,151329,156321,151274,151339,151302,151292,151269,151221,151449,151333,151273,158574,151352,151322,151226,151205,151286,151318,151262,151303,151241,151386,151235,151204,151244
