Normal,7.564500,5.981563,4.582063,1.976250,9.881250,9.556500,8.374562,6.682000,4.765438,2.569313,1.680313,0.632875,8.069125,6.781625,5.635063,4.060750,0.814313,7.931500,5.597938,1.760500,8.918125,5.227188,2.306062,9.791688,7.903000,6.234750,5.303813,5.339875,3.919750,2.050313,0.940313,9.640250,8.924937,7.939938,6.935438,5.950937,3.510125,1.907938,0.315875,6.367250
Predicate,7.993312,5.764187,2.000187,7.538875,3.661438,9.367812,7.860938,0.239500,2.436063,3.888375,5.686812,7.530625,8.445250,3.173500,8.085000,1.194625,4.359250,6.635437,8.917375,1.505125,5.310875,7.668375,8.666625,0.291938,3.212500,4.977750,7.561000,9.906813,2.567000,6.189125,7.616313,1.200438,3.885375,7.062812,1.754688,5.438000,9.230875,3.303000,5.628063,8.740812
Update,5.638062,5.302875,0.980937,178.330505,8.209188,4.659500,5.996375,5.338687,6.648000,7.497313,4.874875,7.432500,4.818438,1.578000,3.972812,1.552063,5.095687,35.215313,2.696312,9.514688,5.135125,3.239625,5.016125,1.102750,9.272813,2.896000,1.383312,1.299813,8.311625,6.735125,9.163438,79.421188,4.538063,1.659875,4.064000,8.572187,3.456875,2.427687,8.559750,6.462875,5.462000,4.022313,1.576313,7.918750,6.946375,581.818726,7.542937,4.878687,0.302563,9.596500,464.237244,9.477938,9.703000,8.737125,7.685312,2.362562,9.421625,1.462562,9.355625,8.762875,6.263000,4.141438,1.100813,0.457812,9.609438,9.347625,8.339437,6.211625,4.149125,2.257313,2.150812,9.633062,8.517875,3.188062,0.742000,5.325500,0.944125,1.284375,5.493312,7.671375,7.230688,1.890125,2.250062,5.705187,4.651437,4.292438,1.011812,0.913250,0.267062,9.872750,0.033062,5.563000,7.788938,8.837250,0.637563,9.406750,2.048938,6.024375,7.003812,2.076500,3.881063,2.705000,2.093000,0.757125,4.590875,3.039250,0.703562,0.877625,0.990375,5.978000,5.797375,4.676188,6.636750,0.199312,8.421687,2.333062,2.875437,2.777875,1.554813,0.305250,4.100875,7.020875,3.602688,7.750625,6.528438,3.261750,0.506000,1.643375,9.218125,7.884062,5.193687,3.653125,3.329875,3.098063,1.537938,0.131875,8.573250,8.515688,8.453563,7.736813,7.301938,8.323937,7.944375,7.379687,5.379875,6.025875,8.829250,8.729500,8.515688,8.325500,8.147312,7.914125,8.112625,8.710313,9.360750,9.853687
